Country,Year,Food Types,Total Waste in Tons,Food Economic Loss (Million $),Avg Waste per Capita (Kg),Country Population (Million) (Not Accurate),Household Waste (%)
China,2018,Meat & Seafood,12159.07,10518.83,82.6,660.32,61.64
USA,2024,Grains & Cereals,34569.48,40686.83,139.98,1130.72,51.8
Germany,2020,Dairy Products,30427.46,33884,54.92,515.99,53.03
Italy,2023,Bakery Items,4743.07,4114.13,114.16,344.64,57.84
Brazil,2021,Prepared Food,43200.15,41602.23,156.1,73.26,60.36
Germany,2020,Grains & Cereals,15846.89,15977.17,29.66,14.29,68.66
China,2021,Prepared Food,31604.43,26619.06,94.24,1041.21,58.07
Turkey,2021,Beverages,16371.07,14569.73,47.48,750.16,34.54
Mexico,2024,Meat & Seafood,46119.45,49919.74,167.45,74.18,67.86
India,2018,Dairy Products,45091.91,49126.26,25.51,1153.08,67.08
Indonesia,2024,Fruits & Vegetables,19489.91,16282.94,74.42,741.77,64.61
UK,2022,Fruits & Vegetables,23277.06,22356.43,46.29,629.91,32.05
China,2020,Prepared Food,24031.22,23043.58,126.36,266.97,37.82
Germany,2020,Beverages,5422.74,5240.92,162.21,961.64,55.72
Mexico,2018,Bakery Items,21948.76,21902.54,30.5,31.37,46.71
UK,2020,Grains & Cereals,1081.28,1229.69,61.13,223.81,63.93
UK,2022,Prepared Food,14430.76,16888.06,144.34,963.08,44.8
Spain,2021,Prepared Food,44576.73,43740.2,197.32,901.66,32.37
Japan,2021,Frozen Food,46520.88,39478.68,151.88,999.48,35.13
UK,2022,Prepared Food,31463.73,28077.99,132.09,726.58,55.88
Japan,2021,Frozen Food,3453.37,3784.44,192.15,1086.88,44.02
China,2022,Meat & Seafood,26277.31,30674.72,20.75,656.63,43.06
India,2018,Dairy Products,41442.17,49120.49,143.82,88.96,41.44
India,2018,Bakery Items,7407.11,8434.11,65.06,946.68,39.03
Saudi Arabia,2021,Prepared Food,7622.58,6157.83,134.33,432.37,46.42
Saudi Arabia,2022,Beverages,30652.52,26069.74,76.6,112.13,65.33
Argentina,2020,Meat & Seafood,36153.21,36870.87,176.39,1120.59,60.62
India,2023,Fruits & Vegetables,11603.07,11644.19,26.14,140.02,45.24
Canada,2019,Meat & Seafood,33343.15,26737.93,167.41,795.46,66.43
Indonesia,2023,Bakery Items,11475.82,12885.65,136.27,20.81,38.52
Canada,2024,Grains & Cereals,10072.96,9513.04,181.16,27.82,43.75
Spain,2024,Prepared Food,34364.95,32364.26,80.99,117.11,68.44
Japan,2019,Beverages,14796.52,16707.61,92.42,703.18,54.66
South Africa,2020,Bakery Items,23360.75,22195.26,180.18,362.85,40.46
China,2022,Meat & Seafood,1011.68,919.94,37.25,956.73,45.72
Indonesia,2018,Beverages,27660.96,27545.69,74.29,471.86,50.38
China,2020,Meat & Seafood,37063.7,38958.87,65.78,970.37,57.16
Argentina,2024,Grains & Cereals,9529.03,7712.48,29.71,205.53,52.34
India,2023,Prepared Food,37980.82,40452.6,28.37,1076.39,57.82
Germany,2021,Prepared Food,16122.55,16004.94,99.02,974.12,38.33
Germany,2019,Bakery Items,20978.66,21563.28,44.01,384.7,57.49
USA,2023,Beverages,22494.61,22123.44,110.24,907.33,33.97
France,2023,Grains & Cereals,21227.75,17377.69,20.51,538.56,31
UK,2021,Prepared Food,39111.74,39806.89,51.92,863.99,40.69
Russia,2020,Meat & Seafood,16164.38,17607.22,151.09,920.06,32.38
Mexico,2023,Beverages,15736.94,18485.23,42.93,675.35,35.19
Argentina,2019,Beverages,43821.86,39412.04,46.19,425.07,63.12
South Korea,2022,Beverages,37480.14,30030.39,167.72,498.14,47.75
China,2019,Fruits & Vegetables,3823.85,4044.24,86.78,1173.69,43.82
South Africa,2022,Fruits & Vegetables,21318.41,25152.62,179.31,1114.25,30.27
South Korea,2021,Fruits & Vegetables,42859.72,50711.06,127.01,24.58,57.57
Spain,2018,Prepared Food,43304.58,41725.59,85,1108.78,48.8
Mexico,2020,Bakery Items,28093.54,27792.33,109.11,1386.45,53.14
Canada,2018,Beverages,26293.2,25146.6,105.94,1373.66,31.16
Indonesia,2020,Beverages,21236.93,23525.6,124.11,666.37,63.05
Italy,2023,Frozen Food,7047.63,7770.09,192.1,1066.28,38.35
Argentina,2019,Bakery Items,26444.57,21751.45,122.56,831.79,32.04
Argentina,2021,Prepared Food,38866.8,41263.43,24.9,644.33,52.54
South Africa,2020,Frozen Food,49872.89,52126.46,149.75,970.59,34.47
Brazil,2022,Bakery Items,574.78,680.3,75.4,1104.87,54.17
Italy,2022,Prepared Food,6744.99,6123.36,28.23,1308.31,36.85
Russia,2023,Beverages,25544.81,20534.78,83.1,254.13,61.58
China,2023,Meat & Seafood,31227.83,27531.76,175.43,426.57,30.56
Italy,2021,Fruits & Vegetables,30956.74,31992.48,137.76,776.66,37.98
South Africa,2023,Bakery Items,34812.38,40287.24,113.55,948.77,43.02
South Africa,2024,Dairy Products,6165.28,6649.18,59.55,587.31,52.46
UK,2023,Prepared Food,7564.96,8080.02,84.93,622.85,49.72
Italy,2021,Fruits & Vegetables,39467.81,44238.51,160.81,1064.83,49.61
Germany,2021,Dairy Products,2575.08,2948.07,144.92,761.84,51.87
France,2018,Meat & Seafood,29641.32,30420.81,178.31,153.55,60.79
Spain,2024,Meat & Seafood,44974.08,51881.79,35.98,309.36,58.07
Canada,2019,Dairy Products,49647.16,56893.55,144.88,884.84,57.73
UK,2024,Grains & Cereals,19391.4,22473.12,145.34,954.1,49.5
Australia,2024,Fruits & Vegetables,22251.13,22714.85,64.89,1289.83,31.34
Australia,2021,Frozen Food,7127.97,6705.08,20.71,697.57,48.44
India,2023,Frozen Food,2719.91,2582.01,27.85,361.98,44.08
USA,2024,Frozen Food,43993.85,51377.53,93.19,827.64,66.88
Spain,2019,Prepared Food,20260.04,18393.6,116.36,1054,51.2
Russia,2024,Frozen Food,36252.86,40806,124.33,948.36,54.8
Germany,2022,Grains & Cereals,29993.64,26143.71,170.9,1395.33,30.97
Canada,2023,Meat & Seafood,35565.43,32461.74,165.87,286.81,65.95
Indonesia,2021,Fruits & Vegetables,22829.41,24110.26,40.64,900.54,44.89
Saudi Arabia,2024,Meat & Seafood,42109.96,38051.03,121.87,153.07,65.54
South Africa,2019,Grains & Cereals,22940.7,26488.41,25.23,74.82,56.54
South Africa,2021,Bakery Items,47715.07,47347.02,29.42,689.62,56.88
Germany,2018,Beverages,11103.8,10173.77,70.21,490.84,69.14
USA,2018,Dairy Products,1114.54,1314.03,109.34,68.91,51.64
South Korea,2021,Dairy Products,5460.86,5639.52,53.64,187.44,67.54
Saudi Arabia,2018,Bakery Items,35406.82,38643.84,104.87,154.73,39.23
Brazil,2024,Dairy Products,36311.05,37535.07,153.46,255.12,53.38
France,2018,Beverages,47669.1,41733.57,64.36,477.47,65.51
China,2018,Bakery Items,10004.35,11998.56,118.36,1362.29,48.17
China,2019,Meat & Seafood,10809.83,9014.74,34.66,121.14,69.28
Russia,2019,Frozen Food,4275.46,4274.48,137.01,96.67,53
India,2022,Dairy Products,1993.1,1653.46,149.71,1042.48,49.14
Italy,2023,Frozen Food,37300.19,34241.74,117.96,1162.68,57.89
France,2022,Prepared Food,5117.99,4340.83,148.17,860.14,49.71
South Africa,2019,Dairy Products,12616.07,13450.5,123.63,410.18,42.13
USA,2022,Frozen Food,22874.2,19013.91,128.93,952.95,56.07
USA,2024,Frozen Food,34920.22,41297.31,119.51,166.78,34.07
France,2018,Beverages,6088.35,6794.92,101.67,1149.02,54.07
Australia,2023,Dairy Products,20112.72,23111.23,182.53,397.74,46.93
Saudi Arabia,2024,Beverages,7001.67,6253.55,115.35,506.46,52.79
China,2022,Beverages,25815.31,29076.17,192.98,173.91,34.65
Argentina,2024,Prepared Food,9741.44,10923.48,120.83,1136.78,51.6
Spain,2021,Frozen Food,41721.49,41115.12,24.6,567.16,44.66
South Africa,2021,Beverages,49192.28,59029.87,28.54,1290.93,41.14
Indonesia,2021,Dairy Products,46625.67,48880.59,121.33,914.66,64.54
India,2020,Prepared Food,8909.19,8804.13,159.94,1036.76,48.9
Japan,2018,Meat & Seafood,16809.82,18628.91,20.83,1337.61,36.52
France,2023,Dairy Products,40463.95,38574.46,197.39,725.6,58.54
India,2020,Meat & Seafood,11109.1,12458.95,71.05,1050.53,36.53
Turkey,2019,Bakery Items,3050.44,3309.9,27.19,749.25,53.23
France,2019,Dairy Products,40180.37,36904.96,144.18,1353.6,40.52
China,2021,Frozen Food,39804.76,38327.61,122.11,730.23,50.77
UK,2018,Prepared Food,12236.96,11797.57,169.76,257.61,47.53
Saudi Arabia,2023,Dairy Products,39089.47,43319.68,146,1208.04,54.47
Brazil,2019,Grains & Cereals,6050.53,5040.95,124.6,1083.62,60.17
South Africa,2023,Beverages,16404.78,16488.93,144.96,1258.65,48.67
Australia,2018,Bakery Items,1098.79,1258.13,113.71,51.71,62.91
Saudi Arabia,2019,Dairy Products,13413.85,16060.04,153.19,1365.68,43.03
UK,2023,Beverages,18477.47,16169.26,189.68,116.27,62.14
Argentina,2024,Prepared Food,23781.08,20518.47,95.72,220.58,62.52
Saudi Arabia,2021,Grains & Cereals,24407.25,23085.93,27.03,965.22,36.24
Spain,2018,Meat & Seafood,10143.42,8282.51,122.22,835.71,46.78
Italy,2023,Prepared Food,42517.89,45806.9,40.38,1119.79,39.87
Italy,2021,Grains & Cereals,24957.79,23552.71,44.93,734.5,33.77
UK,2022,Fruits & Vegetables,37787.32,41231.55,83.06,222.81,50.4
Germany,2018,Beverages,15418.31,14446.9,85.5,17.79,31.57
Canada,2023,Dairy Products,23820.09,22406.26,123.31,1363.28,56.33
Turkey,2023,Dairy Products,38824.25,31165.16,89.32,1155.79,67.7
Brazil,2023,Dairy Products,38384.3,41110.12,155.28,301.83,42.32
Brazil,2020,Meat & Seafood,44864.56,46271.11,46.66,762.99,35.98
Italy,2023,Fruits & Vegetables,26493.15,24338.43,68.05,893.81,69.94
Spain,2023,Grains & Cereals,22081.35,21954.34,64.9,417.68,57.16
Japan,2022,Meat & Seafood,5754.96,5176.17,138.03,876.07,47.77
Saudi Arabia,2024,Dairy Products,48061.2,40348.26,102.55,148.08,67.86
India,2019,Dairy Products,22082.54,26283.89,146.74,1093.49,46.21
South Africa,2024,Fruits & Vegetables,14884.47,16805.56,33.18,427.48,61
Indonesia,2023,Dairy Products,6932.17,5755.96,98.51,862.35,45.62
Spain,2018,Frozen Food,41164.11,44860.98,118.7,1045.49,59.02
Argentina,2022,Frozen Food,13640.73,12172.06,193.59,879.77,57.32
South Africa,2021,Fruits & Vegetables,21081.25,21851.24,52.68,492.72,32.83
USA,2022,Frozen Food,43266.7,45722.33,56.36,1289.02,32.05
Brazil,2020,Beverages,44297.88,49936.7,57.61,828.54,69.5
Germany,2021,Bakery Items,16844.8,14205.02,104.13,726.49,36.15
Australia,2022,Grains & Cereals,23374.75,20755.29,88.6,1282.72,68.07
Germany,2024,Meat & Seafood,15446.96,14357.89,184.54,807.79,55.9
Canada,2023,Bakery Items,38768.71,42416.9,164.11,228.2,50.76
UK,2023,Beverages,8414.8,9984.14,158.88,25.39,57.91
USA,2023,Beverages,44969.56,48115.31,178.15,330.28,37.99
USA,2019,Meat & Seafood,42832.47,39205.91,172.02,1292.03,45.79
UK,2020,Dairy Products,15700.61,18354.83,145.93,1318.08,53.6
Turkey,2018,Bakery Items,19268.21,17241.57,47.39,755.37,49.51
Germany,2018,Meat & Seafood,25412.81,24517.81,53.13,905.82,63.74
Australia,2023,Frozen Food,24491.1,28821.19,153.93,320,44.13
China,2018,Frozen Food,3072.05,3486.72,93.1,509.61,54.15
France,2019,Beverages,18698.62,20495.74,199.8,245.4,35.1
South Korea,2020,Meat & Seafood,33887.03,32310.06,104.43,426.96,37.42
Mexico,2024,Beverages,12211.81,11994.85,66.66,1324.92,52.25
Italy,2022,Frozen Food,38347.96,41285.16,72.47,506.24,59.52
Mexico,2018,Frozen Food,21201.55,19115.21,52.05,542.78,33.3
South Africa,2021,Dairy Products,607.89,612.11,136.62,129.37,41.94
Russia,2020,Dairy Products,35936.68,30314.9,140.07,78.16,39.7
Germany,2020,Prepared Food,19452.21,23192.66,175.7,445.83,50.32
Italy,2023,Dairy Products,37128.77,31765.22,93.57,671.42,62.43
Spain,2019,Fruits & Vegetables,45845.58,43305.89,53.95,1280.09,59.84
Mexico,2023,Meat & Seafood,8534.59,8703.64,43.65,487.73,56.02
Argentina,2021,Dairy Products,20087.93,23773.4,59.64,957.49,34
Brazil,2018,Grains & Cereals,15663.37,12969.3,45.44,1120.22,43.23
India,2019,Frozen Food,21755.05,19070.82,145.7,1224.2,44.11
USA,2024,Fruits & Vegetables,17611.63,18603.78,142.77,154.37,68.38
Mexico,2022,Bakery Items,22620.3,21652.05,138.18,665.27,42.14
Italy,2023,Fruits & Vegetables,16001.7,17823.32,107.75,755.37,60.5
India,2018,Dairy Products,2912.85,2730,143.47,368.9,36.11
Mexico,2021,Fruits & Vegetables,24341.89,20010.29,79.66,1122.45,31.99
UK,2022,Beverages,21153.26,21898.79,144.72,1168.57,46.53
Turkey,2021,Fruits & Vegetables,16980.14,14139.82,156.05,1005.22,50.46
Japan,2021,Meat & Seafood,39094.08,37554.85,60.22,782.57,47.73
Spain,2022,Frozen Food,10883.89,12004.85,77.59,687.98,39.44
USA,2020,Fruits & Vegetables,33202.63,31071.35,177.83,446.38,53.95
India,2022,Prepared Food,17404.36,16904.52,94.17,825.6,57.59
Japan,2018,Grains & Cereals,33314.43,27333.06,145.56,1053.59,36.18
Italy,2020,Grains & Cereals,21911.61,21742.45,31.31,637.73,49.59
Turkey,2020,Dairy Products,38769.45,39650.62,32.62,1091.58,67
USA,2023,Frozen Food,20356.45,21635.28,32.2,928.58,65.99
Indonesia,2020,Meat & Seafood,2485.8,2257.38,196.31,930.59,35.06
Turkey,2019,Dairy Products,17005.27,16808.36,79.33,665.99,67.6
Canada,2024,Fruits & Vegetables,30718.53,30692.35,71.42,131.67,41.46
Canada,2021,Beverages,14187.7,12177.46,182.9,571.63,46.76
Indonesia,2023,Beverages,23321.82,26952.6,133.44,735.15,40.47
South Korea,2022,Fruits & Vegetables,20115.81,21021.75,124.74,33.52,60.25
South Africa,2020,Beverages,32024.64,30790.83,84.91,1389.61,41.99
Saudi Arabia,2023,Bakery Items,48787.45,57469.17,111.93,919.52,40.95
Saudi Arabia,2020,Bakery Items,36925.48,31807.4,196.65,383.31,54.96
Russia,2020,Frozen Food,43274.46,44367.94,107.63,339.88,34.65
Spain,2020,Fruits & Vegetables,35824.19,39183.41,169.7,1180.32,32.76
Mexico,2024,Beverages,42070.19,44375.44,103.24,1127.86,36.38
Russia,2021,Prepared Food,1947.27,1969.97,176.55,637.49,59.29
Australia,2019,Frozen Food,24548.23,22927.99,23.63,256.24,55.55
India,2021,Bakery Items,19627.11,17656.79,146.52,126.74,60.39
France,2023,Fruits & Vegetables,15155.89,17812.77,95.41,1243.55,42.32
Japan,2019,Frozen Food,6031.18,5410.01,31.36,273.19,44.74
Canada,2019,Beverages,37390.07,36986.97,53.46,928.69,56.13
South Korea,2019,Fruits & Vegetables,11625.88,11305.18,27.81,17.45,67.88
USA,2022,Dairy Products,31844.6,28277.58,168.62,779.34,39.78
USA,2022,Prepared Food,29791.77,34363.63,170.28,639.18,47.95
Russia,2022,Beverages,2849.62,2986.54,20.21,177.3,64.93
USA,2023,Meat & Seafood,16834.41,19328.03,50.06,1187.4,56.01
Spain,2023,Prepared Food,23852.66,27457.11,41.4,170.52,40.6
USA,2018,Beverages,41121.8,37089.42,134.05,494.02,59.13
China,2021,Grains & Cereals,15544.31,14550.89,104.67,378.06,61.15
Japan,2019,Fruits & Vegetables,47699.32,50363.8,198.64,300.52,48.6
India,2020,Fruits & Vegetables,1204.73,1259.67,135.47,495.6,39.25
China,2020,Prepared Food,8043.25,9336.34,41.03,1208.62,69.47
South Korea,2022,Frozen Food,1035.72,984.88,37.01,1166.98,53.83
Argentina,2021,Grains & Cereals,9253.38,8607.67,48.57,569.01,59.89
South Africa,2024,Meat & Seafood,33622.66,37639.57,150.86,76.83,41.28
Australia,2022,Prepared Food,31651.36,26405.59,67.6,884.79,65.7
Saudi Arabia,2020,Frozen Food,17989.06,20475.61,195.8,400.75,39.98
Germany,2018,Meat & Seafood,18095.43,21226.57,166.18,1100.61,69.59
India,2022,Bakery Items,22099.49,18873.66,175.5,1277.99,60.29
Australia,2024,Bakery Items,48239.94,50223.97,158.2,1032.6,42.16
Australia,2019,Frozen Food,49902.88,53795.1,114.38,1286.43,57.74
South Korea,2021,Prepared Food,13833.6,14947.19,193.72,762.08,67.73
Italy,2020,Prepared Food,28246.37,27153.02,93.73,1265.16,62.57
Australia,2023,Fruits & Vegetables,24162.4,19831.43,177.6,1092.63,39.72
Russia,2020,Frozen Food,40155.35,47142.53,156.7,78.32,30.64
UK,2018,Frozen Food,26004.03,25273.67,67.07,166.31,42.13
Russia,2024,Frozen Food,9049.12,7668.69,52.21,1111.26,47.61
Saudi Arabia,2024,Bakery Items,10519.94,11336.34,134.36,1201.63,66.7
India,2020,Dairy Products,46663.86,45252.87,151.36,1020.74,35.07
Canada,2021,Frozen Food,16288.16,18370.07,186.26,1369.24,50.17
Canada,2020,Dairy Products,47786.37,40743.03,72.82,510.3,49.68
China,2024,Prepared Food,34744.9,30622.04,98.46,546.3,34.22
France,2024,Dairy Products,19279.87,20683.87,107.37,164.65,53.62
China,2021,Beverages,31951.48,36597.78,79.03,1359.78,43.85
China,2022,Fruits & Vegetables,32986.36,34639.82,60.94,873.46,54.73
Mexico,2019,Grains & Cereals,20510.13,17424.62,100.61,176.55,66.27
Australia,2022,Fruits & Vegetables,40051.48,39577.85,145.96,1369.91,40.42
South Korea,2022,Frozen Food,40755.53,45348.62,123.59,271.65,56.39
Japan,2021,Fruits & Vegetables,4995.36,4604.68,58.01,1197.3,67.01
Argentina,2024,Bakery Items,39454.31,39951.72,104.91,1200.15,54.22
Saudi Arabia,2018,Prepared Food,38507.89,40945.62,21.23,1350.85,68.57
Germany,2022,Fruits & Vegetables,14359.43,15849.56,127.62,468.67,56.42
Turkey,2019,Bakery Items,13810.52,14005.96,93.6,651.87,30.71
Russia,2018,Grains & Cereals,7791.46,8600.1,39.49,206.86,59.93
Indonesia,2024,Meat & Seafood,10487.16,10653.06,57.36,1054.81,43.74
Argentina,2019,Fruits & Vegetables,21160.88,23556.19,101.92,575.84,43.37
Saudi Arabia,2019,Beverages,20939.65,22387.48,157.21,555.88,35.03
USA,2024,Frozen Food,5223.14,5743.53,48.44,1135.58,54.71
Russia,2019,Fruits & Vegetables,35504.92,31774.81,146.69,200.15,38.31
Turkey,2020,Fruits & Vegetables,23158.51,22429.61,91.93,1278.88,42.91
Australia,2023,Bakery Items,42006.8,42368.02,33.38,636.92,36.29
Saudi Arabia,2018,Fruits & Vegetables,43258.42,37950.98,56.35,1339.74,61.4
Germany,2018,Grains & Cereals,35962.34,34399.03,160.46,371.69,69.78
Canada,2021,Bakery Items,30280.23,31631.33,43.98,1197.03,63.62
Australia,2019,Bakery Items,45488.89,52569.21,126.53,1278.17,33.47
South Korea,2020,Meat & Seafood,672.51,741.07,142.08,94.3,49.68
USA,2023,Prepared Food,10355.42,9724.63,182.31,38.82,32.02
Germany,2021,Fruits & Vegetables,16837.17,14297.95,112.62,501.37,56.57
France,2020,Prepared Food,46265.68,38294.97,148.31,1120.66,67.51
USA,2019,Frozen Food,29303.89,31878.38,29.79,1115.4,39.89
South Africa,2018,Fruits & Vegetables,18642.51,16976.66,116.01,300.13,52.44
UK,2024,Prepared Food,20177.39,19881.84,64.67,191.53,62.55
Indonesia,2019,Beverages,4497.26,4340.2,58.48,1173.18,69.9
Mexico,2021,Bakery Items,26319.97,25169.7,112.48,425.19,52.89
Spain,2019,Dairy Products,6677.64,7070.94,69.98,932.08,35.69
Turkey,2024,Bakery Items,14744.2,12073.93,162.52,414.5,57.27
South Africa,2021,Dairy Products,3330.42,2790.97,147.03,33.53,36.54
UK,2022,Dairy Products,22836.46,20920.04,64.96,820.66,47.49
Italy,2019,Bakery Items,23264.75,25238.78,96.73,1064.52,31.61
South Korea,2018,Beverages,37820.84,31751.28,188.69,546.2,58.6
India,2022,Beverages,42201.42,49235.91,84.23,205.94,49.13
UK,2024,Fruits & Vegetables,22500.01,21129.02,52.15,737.52,47.4
China,2022,Grains & Cereals,16867.83,19455.59,124.35,214.15,45.91
Mexico,2021,Prepared Food,43058.71,51219.63,31.1,961.1,43.04
China,2024,Meat & Seafood,28541.94,29937.14,38.07,311.81,62.16
China,2023,Frozen Food,5307.21,4368.62,82.8,967.12,54.49
Brazil,2018,Fruits & Vegetables,9322.17,11179.24,153.62,900.87,41.75
Russia,2022,Beverages,33284.79,28126.49,138.45,1113.87,64.06
Indonesia,2019,Bakery Items,34680,28045.7,160.94,690.05,69.95
Canada,2019,Bakery Items,42830.12,47766.01,162.33,207.39,39.04
France,2021,Grains & Cereals,11217.16,9051.72,138.97,1101.37,45.37
Germany,2021,Frozen Food,7220.82,7643.14,116.18,969.65,54.09
Indonesia,2022,Dairy Products,35663.6,38690.79,43.77,467.77,64.44
France,2021,Frozen Food,27667.38,28962.89,125.26,821.78,53.05
France,2024,Prepared Food,31850.76,37235.91,166.61,397.67,68.28
China,2021,Fruits & Vegetables,2082.38,1845.54,85.73,333.79,36.58
France,2022,Grains & Cereals,49249.34,46203.04,130.9,554.42,66.07
Australia,2020,Grains & Cereals,47066.77,42938.46,64.07,702.55,57.4
China,2021,Beverages,20312.93,18227.93,100.56,1357.45,38.11
South Africa,2021,Meat & Seafood,17942.49,15560.93,131.93,827.52,52.89
Saudi Arabia,2021,Fruits & Vegetables,4876.65,4178.05,35.1,752.3,62.37
South Korea,2022,Grains & Cereals,37365.34,43081.43,150.77,237.06,40.41
Australia,2023,Bakery Items,4270.43,5040.7,69.09,637.62,50.96
Germany,2019,Beverages,39853.72,45320.14,148.62,1192.75,66
Mexico,2023,Dairy Products,47563.03,44152.92,50.81,1104.15,61.07
Argentina,2023,Frozen Food,29183.93,24719.3,182.49,156.89,40.02
Turkey,2023,Meat & Seafood,25255.13,21478.56,128.32,458.67,68.52
Germany,2018,Frozen Food,35026.38,39926.44,190.84,453.26,52.53
Germany,2023,Fruits & Vegetables,4781.44,4913.99,174.3,677.87,62.47
Australia,2018,Dairy Products,25698.19,29519.12,129.72,1215.2,35.96
Russia,2022,Prepared Food,4292.19,4940.03,198.75,1073.16,47.07
Germany,2020,Beverages,31178.13,27150.05,120.51,1065.11,52.09
Saudi Arabia,2024,Dairy Products,48884.83,49493.39,53.16,750.5,39.8
China,2022,Beverages,37990.58,41710.73,38.29,627.03,68.12
Brazil,2022,Frozen Food,31665.64,31253.42,107.86,315.01,49.21
Russia,2021,Meat & Seafood,40014.07,38998.71,163.93,1084.75,63.71
Canada,2019,Meat & Seafood,49545.19,52033.37,28.52,288.9,60.06
Indonesia,2023,Prepared Food,25607.05,26209.52,172.27,624.95,39.28
Germany,2022,Grains & Cereals,24563.9,20249.73,178.92,566.23,61.88
Turkey,2023,Prepared Food,7295.93,6657.76,166.02,366.41,58.51
Spain,2022,Fruits & Vegetables,29204.96,24683.22,85.66,870.28,36.45
Italy,2018,Meat & Seafood,22938.77,26410.18,70.57,66.29,37.43
Canada,2018,Fruits & Vegetables,31680.84,33876.11,104.42,1016.87,33
Australia,2023,Grains & Cereals,35501.37,36953.27,198.19,1305.18,37.67
Turkey,2019,Meat & Seafood,49471.83,56098.82,50.52,735.68,60.35
USA,2022,Prepared Food,32441.69,30647.04,116.98,585.25,36.49
Germany,2022,Prepared Food,31959.38,32497.74,168.9,213.83,60.96
Turkey,2020,Fruits & Vegetables,35838.42,31091.49,98.54,1226.47,63.22
Canada,2018,Beverages,49068.87,47258.54,139.01,202.79,49.73
Germany,2024,Fruits & Vegetables,29925.45,31118.14,95.47,1136.32,68.75
Italy,2022,Dairy Products,12152.83,13781.51,59.92,1186.71,51.41
Japan,2020,Fruits & Vegetables,47893.14,45240.33,166.14,314.4,53.42
Argentina,2021,Bakery Items,49782.61,57744.19,35.82,250.73,68.24
Indonesia,2020,Prepared Food,47003.82,46531.42,93.44,1258.97,34.87
Canada,2022,Fruits & Vegetables,4052.81,3583.44,96.86,1363.66,59.7
